job_id,job_title,date,company_name,country,country_code,region,field,full_description
1199769,Elektrik Teknisyeni,,İstanbul Marriott Hotel Pendik,Turkey,TR,İstanbul Anadolu Yakası,Other/Undefined,"İş Tanımı Tesisin tüm elektrik sistemlerinin (aydınlatma, priz, pano, jeneratör, UPS, trafo vb.) düzenli bakım ve onarımlarını yapmak Elektrik arızalarına hızlı şekilde müdahale ederek kesintisiz hizmeti sağlamak Periyodik bakım planı doğrultusunda elektrik tesisatı ve ekipmanlarının kontrollerini yapmak Enerji tüketimini takip ederek tasarruf ve verimlilik önerileri sunmak Elektrik projeleri, yeni kurulumlar ve tadilat çalışmalarında görev almak İş sağlığı ve güvenliği kurallarına uygun şekilde çalışmak ve gerekli önlemleri almak Yedek malzeme ve sarf stoklarını takip etmek, ihtiyaçları raporlamak Aranan Nitelikler Meslek Liselerinin veya Meslek Yüksek Okullarının ilgili bölümlerinden mezun Minimum 3 yıl bina işletmelerinde çalışmış ve elektrik bakım ve onarım alanında tecrübe edinmiş olan (otel, hastane, avm, rezidans vb.) Bina otomasyonlarını kullanabilen Vardiyalı çalışma sistemine uyum sağlayabilecek Ekip çalışmasına uyum sağlayabilecek Sonuç ve çözüm odaklı Yazılı ve sözlü iletişimi güçlü Pozitif, güler yüzlü, kişisel bakımına ve dış görünümüne özen gösteren Erkek adaylar için askerlik hizmetini tamamlayan Tercihen İstanbul Anadolu Yakası’nda ikamet eden"
1124255,Elektrik Teknisyeni,,CABA GRUP İNŞAAT ENERJİ TURİZM  SANAYİ ve TİC. A.Ş.,Turkey,TR,İstanbul Avrupa Yakası,Other/Undefined,"İş Tanımı Delta Hotels by Marriott İstanbul Levent olarak, Elektrik Teknisyeni pozisyonunda çalışacak deneyimli ve yetenekli bir birey aramaktayız. Hedeflerimize ulaşmak için ekibimize katkıda bulunacak takım arkadaşı arayışındayız. İş Tanımı: - Elektrik sistemlerinin kurulumu, bakımı ve onarımı konularında deneyimli olmak, - Elektrik tesisatı, aydınlatma sistemleri ve güç dağıtımı gibi elektrik projelerinin uygulanması, - Elektrik arızalarını tespit etmek ve gidermek, - Elektrik ekipmanlarının düzenli bakımını yapmak, - Elektrik panolarının montajını gerçekleştirmek, - Elektrik tesisatı ve ekipmanlarının güvenlik standartlarına uygunluğunu sağlamak. -Tüm elektrik alet ve ekipmanları üzerinde P.M. uygulayabilmek, -Elektrik kontrollerini ve sistemlerini test edip aksaklıkları gidermek. -Gerekli parçaları talep etmek ve uygun ekipmanı temin etmek. -Toplantılar vb. Için geçici elektrik gücü düzeneğini kurmak. -Marriott altın standartlarını öğrenmek, anlamak ve onlara güç vermek; departmansal sorun çözme takımlarına katılmak. -Otel iş güvenliği kurallarına uymak, iş güvenliği eğitimlerine katılmak ve gerekiyorsa KKD kullanmak -Departman Müdürünün verdiği diğer görevleri yerine getirmek. Aranan Nitelikler - Elektrik Teknisyeni olarak en az 3 yıl deneyime sahip olmak, - Elektrik sistemleri, tesisatı ve ekipmanları konusunda geniş bilgi ve tecrübe sahibi olmak, - Elektrik projelerini okuyabilme ve uygulayabilme yeteneğine sahip olmak, - Elektrik arızalarını tespit etme ve çözme konusunda becerikli olmak, - Elektrik güvenlik standartlarına hakim olmak, - Ekip çalışmasına yatkın olmak ve iletişim becerileri gelişmiş olmak, - Sorumluluk sahibi, düzenli ve titiz çalışma alışkanlığına sahip olmak. -Endüstri Meslek Lisesi veya Meslek Yüksek Okullarının ilgili bölümlerinden mezun, -Vardiyalı sistemde çalışabilecek, Delta Hotels by Marriott İstanbul Levent bünyesinde Elektrik Teknisyeni olarak çalışacak adaylar, dinamik bir çalışma ortamında yer alacak ve sektördeki gelişmeleri takip ederek kendilerini sürekli geliştirme fırsatı bulacaklardır. Şirketimiz, çalışanlarının kariyer hedeflerine ulaşmaları için destekleyici bir çalışma ortamı sunmaktadır. Başvurularınızı bekliyoruz."
1202102,Teknik Şef,,ALFALAHİ YÖNETİM İŞLETME VE TURİZM ANONİM ŞİRKETİ,Turkey,TR,İstanbul Avrupa Yakası,Other/Undefined,"İş Tanımı Uluslararası otelimizin teknik ekibini yönetmek üzere, otelin tüm teknik operasyonlarından sorumlu olacak Teknik Şefi arıyoruz. Bu pozisyon, otelin güvenli, verimli ve kesintisiz hizmet sunabilmesi için tüm teknik süreçleri koordine eder. Sorumluluklar; • Otelin tüm teknik bakım, onarım ve kontrol süreçlerini planlamak, takip etmek ve yönetmek • Teknik ekip çalışanlarını organize etmek, görev dağılımını yapmak ve performanslarını yönetmek • Elektrik, mekanik, havalandırma, iklimlendirme, sıhhi tesisat ve bina otomasyon sistemlerinin düzenli çalışmasını sağlamak • Arıza ve acil durum müdahalelerini hızlı ve etkili şekilde yürütmek • Planlı bakım programları oluşturmak ve uygulamak • Yasal gerekliliklere uygun teknik dokümantasyon ve raporlama yapmak • Enerji verimliliği, iş sağlığı ve güvenliği standartlarına uygunluğu sağlamak • Dış tedarikçiler ve servis firmalarıyla koordinasyonu yürütmek Aranan Nitelikler • Tercihen üniversitelerin ilgili bölümlerinden mezun (Elektrik, Makine, Mekatronik vb.) • Otelcilik sektöründe en az 3–5 yıl Teknik Servis Şefi veya benzer yönetici pozisyon deneyimi • Elektrik, mekanik, HVAC sistemleri ve bina otomasyonları konusunda bilgi sahibi • Ekip yönetimi ve problem çözme becerileri gelişmiş • Vardiyalı çalışma düzenine uyum sağlayabilen • İş sağlığı ve güvenliği konusunda bilgi sahibi • Tercihen iyi seviyede İngilizce bilen • Güçlü iletişim becerilerine sahip, çözüm odaklı, analitik düşünen"
1197115,Otomasyon Mühendisi,,muser otomasyon,Turkey,TR,İstanbul Avrupa Yakası,Other/Undefined,"İş Tanımı PLC ve SCADA sistemlerini kullanarak, proses ve makine kontrol sistemleri gibi kontrol sistemlerini yönetmek ve geliştirmek, Otomasyon ve elektrik mühendisliği projelerini ve proses uygulamalarını yönetmek, Tasarımları ve değişiklikleri yerinde gerçekleştirmek için otomasyon ve elektrik teknisyenleri ile iş birliği yapmak, Fizibilite aşamasından nihai devreye alma süreçlerine kadar otomasyon ve elektrik mühendisliği projelerini yürütmek, Projelerin nihai kullanıcılarına sorunsuz bir şekilde teslim edilmesini sağlamak, P&ID çizimine bağlı olarak IO listelerinin hazırlanması, prosesin çalışma şekline göre gerekli algoritmaların oluşturulması için çalışmaların yapılması, PLC ve HMI şablonlarının iyileştirilmesi ve geliştirilmesi, PLC programlama,SCADA ve HMI tasarımı ve programlaması, PID kontrollerinin optimize edilmesi, Proses cihazlarının konfigürasyonu, Endüstriyel IT tarafında sunucuların, istemci bilgisayarların ve ağ cihazlarının bakımını yapılması, Aranan Nitelikler Üniversitelerin Elektrik, Elektronik, Elektrik & Elektronik Kontrol Sistemleri, Mekatronik veya Yazılım Mühendisliği bölümlerinden mezun, Otomasyon ve bilgisayarlı sistemler hakkında güçlü bilgi sahibi, PLC programlama bilgisi olan , HMI ve Scada tasarımı ve programlama bilgisi olan, Tercihen iyi derecede İngilizce bilen, Schneider, Siemens programlama konularında bilgi ve deneyimli, Endüstriyel otomasyon sistemleri tasarımı ve uygulaması konusunda tecrübeli , Ekip çalışmasına yatkın, analitik düşünme ve problem çözme yeteneklerine sahip, Seyahat engeli bulunmayan, askerlik hizmetini tamamlamış,"
1202094,Teknik Servis Görevlisi,,Hilton Garden Inn Istanbul Airport,Turkey,TR,İstanbul Avrupa Yakası - Bahçelievler,Other/Undefined,"İş Tanımı Hilton Garden Inn Istanbul Atatürk Airport Bu oluşum içerisinde sahip olunan, her türlü teknik sistemin hizmete hazır tutulmasını sağlamak. Bina içerisindeki ve dışındaki tüm sıhhi tesisat, yangın tesisatı müşteri odaları ile ilgili bütün mekanik aksam ile ,mutfak ekipmanları, çamaşırhane, kuru temizleme ekipmanları,sağlık kulübü,otopark,mekanik tesisat ve ekipmanları, ofisler ekipmanları, yağmur giderleri, pis su gider ve rogarların, salonlar ekipmanları gibi tüm mekanik işlerin bakım ve onarımdan sorumludur. Yedek parça ihtiyaçlarını belirler ve mekanik şefe bildirir. Teknik müdür ve yardımcılarından gelen işleri, mekanik şefinin kontrolünde yapar, onarımlarından sorumludur ve gerektiğinde yeni imalatlar yapar. Mekanik atelyelerde takım ve techizatın bakımı ve onarımından sorumludur. Ekipmanların ve tesisatların verimli çalışmasını sağlamak, yeni yapmak veya onarmak. Aranan Nitelikler Meslek Liselerinin veya Meslek Yüksek Okullarının ilgili bölümlerinden mezun Avm, Otel, Residance  ve Toplu oturum olan sitelerin elektrik işlerinde tecrübe sahibi (Otel tecrübesi tercihimizdir) Takım çalışmasına yatkın, güler yüzlü, iletişim kabiliyeti yüksek, misafir odaklı, değişikliklere açık, kolay adapte olabilen, sonuç odaklı, sorumluluk alabilen, Bina otomasyonlarını kullanabilen Teknik ekipmanlar (ısıtma, sıhhi tesisat, iklimlendirme ve klima  HVAC - sistemleri) hakkında bilgi sahibi olan, Mekanik bakım , Tesisat, Elektirik, v.b. Onarım işlerine hakim  ve konusunda deneyimli Yoğun çalışma temposuna ayak uydurabilecek Ekip çalışmasına yatkın, Disiplinli, sorumluluk sahibi, çözüm odaklı,çalışan Vardiyalı çalışabilecek, esnek çalışma saatlerine uyum sağlayabilen. Askerlik hizmetini tamamlamış olan"
1201962,GECE VEZNE ELEMANI,,KARDELEN TIP MERKEZİ,Turkey,TR,İstanbul Anadolu Yakası,Other/Undefined,"İş Tanımı Acil Banko tecrübesi olan, Tıbbi terminolojiye hakim, SGK, Özel Sağlık Sigortaları ve  Tamamlayıcı Sağlık Sigortası süreçlerine hakim, Provizyon alma işlemlerinde tecrübeli, Hastane otomasyon sistemlerine hakim, MS Office programlarını kullanabilen, Aranan Nitelikler - En az lise mezunu,tercihen ön lisans ve lisans mezunu, - Vezne işlemleri konusunda deneyimli, - MS Office programlarını etkin kullanabilen, - İletişim yeteneği güçlü, insan ilişkilerinde başarılı, - Dikkatli, düzenli ve titiz çalışmayı prensip edinmiş, - Sorumluluk sahibi ve güvenilir, - Gece vardiyasında çalışabilecek. -Hasta memnuniyeti ve hasta güvenliğine önem veren, -Dış görünüşüne ve kişisel bakımına özen gösteren, Gece vezne personeli arıyoruz."
1201931,ELEKTRİK TEKNİSYENİ  VE  TEKNİKERİ,,SEZGÜL  MÜHENDİSLİK,Turkey,TR,İstanbul Avrupa Yakası,Other/Undefined,"İş Tanımı Merkezi ısıtma sistemleri sektöründe 30 yıldır hizmet veriyoruz.Bu alanda  brülör  teknik servisinde çalışmak için  yetiştirilecek veya tecrübeli çalışma arkadaşı aramaktayız. Aranan Nitelikler Tercihen Kağıthane ve çevresinde ikamet eden, Meslek Lisesi veya Meslek Yüksekokulu mezunu, Elektrik, Mekatronik, Otomasyon bölümlerinden mezun, Tercihen otomasyon ve pano sistemleri konusunda tecrübeli, Bakım, onarım ve arıza tespitine yatkın, İstanbul trafiğinde aktif araç kullanabilen (B sınıfı ehliyeti olan), Dinamik, çalışkan, dikkatli ve disiplinli, Tertipli çalışma alışkanlığına sahip, Esnek çalışma saatlerine uyum sağlayabilecek, Askerlik görevini tamamlamış, Yoğun iş temposuna ayak uydurabilecek"
1201765,Banket Müdürü,,DOUBLE TREE BY HILTON TUZLA,Turkey,TR,İstanbul Anadolu Yakası - Tuzla,Other/Undefined,"İş Tanımı Banket, toplantı ve davet organizasyonlarının planlanması ve yönetimi • Misafir taleplerinin doğru analiz edilip çözüme kavuşturulması • Satış ekibiyle koordineli şekilde teklif, fiyatlandırma ve sözleşme süreçlerinin yürütülmesi • Organizasyon günü ilgili tüm departmanlarla (Mutfak, Servis, Teknik, HK vb.) iletişimin sağlanması • Banket sonrası raporların hazırlanması ve memnuniyet takibi yapılması Aranan Nitelikler Tercihen otelcilik sektöründe Banket / Satış / Operasyon deneyimi olan • Misafir memnuniyetini ön planda tutan, çözüm odaklı • Diksiyonu düzgün, temsil gücü yüksek • Takım çalışmasına uyumlu ve iletişim becerileri güçlü • MS Office ve otel otomasyon programlarına hakim • Esnek çalışma saatlerine uyum sağlayabilecek"
1195245,Pazarlama Satış Uzmanı,,EGEMEN YAZILIM VE OTOMASYON LTD.ŞTİ.,Turkey,TR,İstanbul Avrupa Yakası - Esenyurt,Other/Undefined,"İş Tanımı 26 yıldır Tekstil sektöründe faaliyet gösteren firmamıza, müşteri ilişkilerini güçlendirecek, üretime yönelik yazılım ve otomasyon konusunda satış hedeflerine ulaşmada aktif rol alacak Pazarlama Personeli arıyoruz. İş Tanımı: Örme, Konfeksiyon, Boyahane, Dokuma ve iplik üretimi ile ilgili yazılım ve otomasyon çözümlerimiz konusunda müşterilere danışmanlık, sunum ve pazarlama faaliyetlerini yürütecek Yeni firma kazanımı konusunda çalışmalarını sürdürecek Firma ziyaretleri gerçekleştirip pratik çözümler üretebilecek Aranan Nitelikler Analitik Düşünebilme, Bilgisayar Kullanımı, İkna Kabiliyeti ve Pazarlama Becerisi, İş Tecrübesi, Sorun Çözme ve İnsiyatif Alabilme, Takım Çalışması, Yeterli Mesleki/Teknik Bilgi ve Tecrübe Genel Nitelikler: İletişim becerisi yüksek Diksiyonu düzgün Ekip çalışmasına yatkın Tercihen sektöründe deneyimli Tercihen Tekstil sektöründe deneyimli Aktif araç kullanabilen"
1201607,TEKNİSYEN,,Özel Vitale Kadın Hastalıkları ve Doğum Hastanesi,Turkey,TR,Antalya,Other/Undefined,"İş Tanımı Firmamızda Görevlendirmek üzere  ""Teknisyen"" aranmaktadır. Aranan Nitelikler Elektrik,(jeneratör UPS sistemine hakim) mekanik,ve iklimlendirme sürecini yürütebilecek . Periyodik bakım proğramlarının hazırlanması ve takiplerini yönetecek . Otomasyon ve ofis proğramları kullanabilen . Medikal gaz sistemleri ,medikal cihaz bakım onarım bilgisine sahip . Bina altyapı (sıhhi tesisat,mobilya ,kapı pencere ) işlerine hakim Sağlık sektörü tecrübeli tercihen . ""Teknisyen""  arıyoruz."
941635,Otomasyon Mühendisi,,JETRON MAKINE SAN. VE TİC. A.Ş.,Turkey,TR,İstanbul Anadolu Yakası - Tuzla,Other/Undefined,"İş Tanımı Jetron, yüksek baskı teknolojilerini müşterileri için erişilebilir hale getirmek adına endüstriyel dijital baskı sistemleri tasarlamak ve üretmek amacıyla kurulmuş bir sistem entegrasyon şirketidir. Temel uygulamalarımız, doğrudan şekil dekorasyonu, ambalaj ve etiket baskısıdır. Jetron, inkjet teknolojisi, mekanik tasarım, mekatronik, kimya, yazılım geliştirme ve renk yönetimi bilgisini kullanarak müşterilerinin ihtiyaçları için en uygun çözümü geliştirir. Üst düzey multidisipliner sistemleri geliştirme ve iyileştirme konusunda tutkulu, deneyimli bir Otomasyon Mühendisi arıyoruz. Ekibimizde yer almak istiyorsanız hemen başvurabilirsiniz! Aranan Nitelikler Otomasyon, Mekatronik Mühendisliği veya ilgili alanlarda min. lisans mezuniyeti Otomasyon, kontrolör ve hareket planlama üzerine en az 5 yıl deneyimli İleri derecede İngilizce yazma ve konuşma bilgisi İleri derecede C#, ST, Ladder PLC programlama dili bilgisi Uzman seviyede TwinCAT, Codesys ve / veya Automation Studio kullanarak PLC ve Hareket Kontrolü programlama bilgisi Uzman seviyede Endüstriyel iletişim (EtherCat, Profinet, Modbus-RTU / TCP) bilgisi Uzman seviyede AC Motorlar ve Servo Motor Sürücüleri hakkında bilgi sahibi ERP, MIS entegrasyonları, IoT, Endüstri 4.0 hakkında bilgi sahibi Sahada sistem kurulumlarını, bakımını ve eğitimi yönetme yeteneği Paydaşların onayı için karmaşık mühendislik kavramlarını sunumlarda etkin bir şekilde özetleyebilme yeteneği Erkek adaylar için askerlik hizmetini tamamlamış olmak İstanbul-Anadolu Yakasında ikamet etmek"
1201556,Teknik Servis Görevlisi,,LASAGRADA HOTEL,Turkey,TR,İstanbul Avrupa Yakası - Şişli,Other/Undefined,"İş Tanımı Lasagrada Hotel, İstanbul'un kalbinde yer alan lüks bir otel olarak, misafirlerimize en iyi hizmeti sunmayı hedefliyoruz. Bu hedefimize ulaşmamızda bize yardımcı olacak, enerjik, misafir odaklı ve deneyimli Mekanik / Elektrik Teknisyeni adaylarımızı arıyoruz. Binanın tüm mekanik ve elektrik tesisat donanımının planlı bakım, arıza bulma ve giderme işlerini yapabilecek, Ark kaynağı ve plastik boru kaynağı yapabilecek, Sprinkler ve yangın söndürme sistem ekipmanlarını tanıyan ve  sorunlarını çözebilecek, Havuz ekipmanlarının işletilmesini sağlayabilecek, Havalandırma sistem cihazlarını tanıyan ve kullanabilecek, OG/AG sistemleri ve panoları, trafo, Jeneratör, binanın tüm zayıf akım sistemleri (yangın algılama-acil anons-CCTV-özel ses ve görüntü sistemleri, telefon ve network sitemleri) konusunda tecrübeli Aranan Nitelikler Tercihen turizm sektöründe, 5 yıl yada daha fazla iş tecrübesi olan, Vardiyalı çalışma düzenine uyum sağlayabilen, Doğalgaz yakıtlı Kazan İşletmenlik Belgesi olan, Tercihen doğal gazlı elektrik üretim sistemlerinde tecrübeli, Tercihen havuz ekipmanlarını kullanabilecek, havalandırma sistem cihazlarını tanıyan ve kullanabilen, Bina otomasyonunu aktif kullanabilen ve problemlerini çözebilen, Takım çalışmasına uyumlu takım arkadaşları arıyoruz. Lasagrada Hotel olarak, çalışanlarımıza rekabetçi bir maaş ve geniş kapsamlı faydalar sunuyoruz. Ayrıca, kariyer gelişim fırsatları ve eğitim programları ile kişisel ve profesyonel gelişimlerini destekliyoruz.Eğer siz de misafir hizmetlerine tutkuluysanız ve dinamik bir ekip içerisinde çalışmayı seviyorsanız, bu pozisyon sizin için ideal olabilir. Siz de Lasagrada Hotel ailesine katılmak ve kariyerinizi bir üst seviyeye taşımak istiyorsanız, başvurunuzu bekliyoruz."
1191330,Tesis Bakım Teknikeri Kocaeli,,Doğa İnsan Kaynakları Yönetim ve Bilişim Danışmanlık Hizmetleri Ltd. Şti.,Turkey,TR,İstanbul Anadolu Yakası,Other/Undefined,"İş Tanımı Danışmanlığını yaptığımız çamaşırhane sektöründe kurumsal firmamız için Tesis Bakım Teknikeri arayışımız bulunmaktadır! İş Tanımı: Ekipmanları denetlemek ve rutin bakım yapmak Eski veya arızalı ekipmanları servis etmek ve değiştirmek Yeni ekipmanlar için teknik destek ve eğitim sağlamak HVAC sistemleri için elektrik ve mekanik arızaları teşhis etmek Sistemleri temizlemek, ayarlamak, onarmak ve garanti hizmetlerini sağlama Acil onarımları derhal ve etkili bir şekilde gerçekleştirmek Teknik belgelere dayalı kararlar alma Kalite testleri ve denetimleri gerçekleştirme Tüm bakım fonksiyonlarının günlük kayıtlarını tutmak Aranan Nitelikler Otomasyon veya Mekatronik Ön Lisans mezunu İstanbul Anadolu Yakası veya Kocaeli’nde ikamet eden Tercihen Havalandırma bilgisi olan Temel düzeyde İngilizce bilgisine sahip Vardiyalı çalışabilecek Bilgisayar kullanımı iyi seviyede Kariyerini bir adım öteye taşımaya hazırsan hemen başvur! ""DOĞA İNSAN KAYNAKLARI YÖNETİM VE BİLİŞİM DANIŞMANLIK HİZMETLERİ LTD. ŞTİ."" Türkiye İş Kurumu' nun 970 numaralı izin belgesi ile faaliyetlerini sürdürmektedir."
1200987,CNC Operatörü,,ELEKSAN OTOMASYON TEKNOLOJİLERİ SAN.TİC.LTD.,Turkey,TR,İstanbul Anadolu Yakası,Other/Undefined,"İş Tanımı CNC İşleme merkezi operatörü alınacaktır. Faaliyet alanımız: Otomasyon makinaları ve medikal cihaz üretimi Konumumuz: Istanbul Anadolu yakası Dudullu bölgesi Aranan Nitelikler En az 2 yıl makina, kalıpçılık, metal işleme vb. alanlarında teknik okul mezunu Erkek aday ise askerliğini yapmışİşleme merkezlerinde parça sıfırlama, takım ofseti alma, kontrollü program çalıştırma vb. temel konularda deneyimli. Temel matematik konularında bilgili Modern üretim sürecinde ciddiyet, iş disiplini ve ekip dayanışması konularında uyumlu, işini sürekli doğrulukta yapabilecek ve hatasız çalışabilecek kapasitede Yakın gelecekte CAM programlama ve benzeri üst seviye konularına ilerlemeye ve öğrenmeye açık Cumartesi ve Pazar günleri tatil olup, firmamızda vardiya usulü çalışma yoktur. Konumumuza yakın oturanlar öncelikli tercih sebebidir."
1200766,Elektrik Otomasyon Bakım Mühendisi,,MAES ODİN MAKİNE SANAYİ VE DIŞ TİC.LTD.ŞTİ.,Turkey,TR,İstanbul Avrupa Yakası - Beylikdüzü,Other/Undefined,"İş Tanımı Endüstriyel amaçlı tartım ve paketleme makineleri ile kolileme makineleri konusunda Avrupa’nın önde gelen firmalarının temsilciliğini yapan firmamızın İstanbul / Beylikdüzü ofisinde istihdam edilmek üzere aşağıda belirtilen niteliklere sahip Elektrik Otomasyon Bakım Mühendisi aranmaktadır. - Endüstriyel makine montajı ve teknik servis konusunda en az 10 yıl deneyimli, - İnsan ilişkileri kuvvetli ve takım çalışmasına uyum sağlayabilen, - Müşteri memnuniyetini her şeyin üzerinde tutan, - Dinamik çalışma temposuna ayak uydurabilecek, - Sonuç odaklı olarak hızlı ve pratik kararlar verebilen, - Titiz, dikkatli, düzenli ve sistemli bir şekilde iş takibi yapabilen, - Geri bildirimi güçlü ve raporlama yapabilen. Aranan Nitelikler - Elektrik, elektronik, bilgisayar, mekanik ve pnömatik konularında uzman, - Yabancı teknisyenler ile konuşabilecek ve rapor yazabilecek seviyede İngilizce bilen, - MS OFFICE ile AUTO-CAD programlarını etkin bir şekilde kullanabilen, - B sınıfı ehliyeti olan ve aktif olarak araç kullanan, - Seyahat engeli olmayan, - Gerektiğinde hafta sonu da mesai yapabilen, - Askerliğini yapmış, - İstanbul-Avrupa yakasında ikamet eden, - Üniversitelerin mühendislik bölümlerinden mezun, - Uzun soluklu iş hayatı planlayan. Not : Yukarıdaki niteliklere uymayan başvurular dikkate alınmayacaktır. Bu niteliklere uymadığınızı düşünüyorsanız lütfen başvuru yapmayınız."
1200378,Elektrik Otomasyon Teknisyeni,,JETRON MAKINE SAN. VE TİC. A.Ş.,Turkey,TR,İstanbul Anadolu Yakası - Tuzla,Other/Undefined,"İş Tanımı Jetron, yüksek baskı teknolojilerini müşterileri için erişilebilir hale getirmek adına endüstriyel dijital baskı sistemleri tasarlamak ve üretmek amacıyla kurulmuş bir sistem entegrasyon şirketidir. Temel uygulamalarımız, doğrudan şekil dekorasyonu, ambalaj ve etiket baskısıdır. Jetron, inkjet teknolojisi, mekanik tasarım, mekatronik, kimya, yazılım geliştirme ve renk yönetimi bilgisini kullanarak müşterilerinin ihtiyaçları için en uygun çözümü geliştirir. Otomasyon ve Elektrik Teknisyeni olarak ekibimizde yer almak istiyorsanız hemen başvurabilirsiniz! Elektrik pano montajı yapmak Makine üzerinde elektrik bağlantılarını kurmak Makine üzerinde Pnömatik sistemini kurmak Makine üzerinde elektrik ve elektronik ekipman kurulumunu yapmak Mürekkep ve makine kafa değişimi yapmak Otomasyon departmanına teknik destek sağlamak Aranan Nitelikler Mesleki Teknik Lise, Meslek Yüksek Okulu Elektrik Bölüm mezuniyeti, Alanında 3-5 yıl deneyimli, Otomasyon konusunda bilgi sahibi, Elektrik projesi çizebilen, okuyabilen ve uygulayabilen, Servo motor ve sürücüleri, AC motor ve sürücüleri konusunda deneyim sahibi, Pnömatik bilgisine sahip, Teknik resim, şema okuyabilen ve yaptığı değişiklikleri şema üzerinde değiştirebilen, güncelleyebilen, Teknik resimde kullanılan elektrik ve elektronik ekipmanlar hakkında bilgi sahibi olan, Elektrik hattı, pano montajı deneyimi olan ve montaj ekipmanlarını kullanabilen, El aletleri ve mesleki ölçüm aletlerini kullanabilen, Yaptığı işlerin dokümantasyonunu tutabilen, Düşük akım ve yüksek akım devlerinde deneyim sahibi (kontrol ve güç devreleri), Planlı, düzenli ve temiz çalışan, Problem çözme ve analitik düşünce yapısına sahip, sonuç odaklı, Çalıştığı alanda İSG konularına hakim ve uygulayabilen, Esnek çalışma saatlerine uyum sağlayabilen, İstanbul Anadolu Yakası, Kocaeli içi Gebze, Darıca, Çayırova hattında ikamet eden, Tercihen sürücü belgesi olan, Erkek adaylar için askerliğini tamamlamış."
1160593,Teknoloji Tasarım Öğretmeni,,NESİBE AYDIN OKULLARI,Turkey,TR,Ankara,Other/Undefined,"İş Tanımı İki öğretmen tarafından kurulmuş ve 40 yıldır eğitimin zirvesinde olan, NESİBE AYDIN OKULLARI , IB-DP,IGCSE ve IB-PYP uluslararası programlarını başarıyla uygulamaktadır. Ankara Okulumuzda görevlendirmek üzere Teknoloji Tasarım Öğretmen i alınacaktır. Aranan Nitelikler Üniversitelerin ilgili bölümlerinden mezun, Alanında en az 3 yıl deneyime sahip, Sosyal ve profesyonel birikimi olan, Pozitif, iletişimi kuvvetli, takım çalışmasına yatkın, Öğrencilerinin yetenek ve potansiyelini ortaya çıkarmaya hazır, Yaratıcı ortamda üretken bireyler yetiştiren, Günümüz eğitim teknolojilerine hakim, Arduıno ve robotik programlarında tecrübeli, Yenilikçi ve gelişime açık tercihen İngilizce bilen adayların başvuru yapması rica olunur."
1201820,Robotik ve Reinforcement Learning Mühendisi,,AKINSOFT,Turkey,TR,Konya - Karatay,Other/Undefined,"İş Tanımı Türkiye'de Yazılımın öncüsü olan AKINSOFT güçlü ve dinamik kadrosuna değer katabilecek, AKINROBOTICS İnsansı Robot Fabrikamızda görev almak üzere, çalışma arkadaşları arıyor. Isaac Sim ve Isaac Lab platformu, Robotik simülasyon iş akışı, Python dili, Modern RL kütüphaneleri, Robotik kontrol, kinematik ve dinamik konuları ve Git, Docker vb yazılım geliştirme araçlarında, Sinyal işleme ; RGB depth, Lidar, IMU, stereo vb sensörlerinde tecrübe ve bilgisi olan. Aranan Nitelikler 1-Aşağıda adı geçen konularda tercihen tecrübe ve bilgi sahibi olan; a-Fizik tabanlı simülasyon (Mujoco, Gazebo vb), b-Nvidia Omniverse platformu, c-Sentetik veri üretme ve simülasyon tabanlı veri arttırma (data augmentation), d-ROS veya ROS2 ile entegrasyon, e-Gerçek zamanlı, performans kritik proje geliştirme, f-Robotics middleware protokolleri (DDS, gRPC, ZeroMQ, vb), Motion plannimg kütüphaneleri, g-3D geometry processing ve collision checking, h-SLAM, mapping ve localization, Sim-to-real transfer, i-Multi agent veya swarm robotics simulation. 2- Otonom robot, manipülatör veya humanoid robotlarla çalışma geçmişi tecrübesi sahibi olmak."
1201430,Bolu Bahçeşehir Koleji Kodlama ve Robotik Öğretmeni,,Bahçeşehir Koleji,Turkey,TR,Bolu - Merkez,Other/Undefined,"İş Tanımı Türkiye’de 7 bölge 58 il 144 kampüs ile hizmet veren Bahçeşehir Koleji’nin büyüyen organizasyon yapısı içerisinde, yeniliğe, gelişime ve aydınlık geleceğe yürüyen; fikri, irfanı, vicdanı hür nesiller yetiştirmek amacı ile 2026– 2027 Eğitim Öğretim yılında okulumuzda görev almak üzere eğitim gönüllüsü ‘’ Kodlama Robotik Öğretmenleri ’’ arıyoruz. Aranan Nitelikler Üniversitelerin Bilişim Teknolojileri Öğretmenliği bölümü mezunu, Kodlama Robotik eğitmenliği sertifikasına sahip,Kuruma ait tüm IT çalışmalarını yürütebilecek, Alanında en az 3 yıl deneyim sahibi, Güncel mesleki gelişmeleri takip eden, İletişim ve temsil yeteneği güçlü, Ekip çalışmasına yatkın, Eğitim Teknolojilerini etkin olarak kullanabilen, Yenilikçi, üretken ve vizyon sahibi, Yoğun iş temposuna uyum sağlayabilecek, Erkek adaylarda askerlik yükümlülüğü bulunmayan, İnsan İlişkileri kuvvetli, sonuç odaklı ve ekip çalışmasına yatkın adaylar."
